PMA_PMN_NUM,rpss,rpss_category,recall_count,total_adverse_events,unique-manufacturers,device_class,root_cause_description,last_scored,device_name
K991169,0.295320877,Medium,8,8,0,3,Nonconforming Material/Component,2:35:19 AM,"SX 53/15-BP, MODEL 124 853, SX 60/15-BP, MODEL 124 854"
K953044,0.295320877,Medium,8,8,0,3,Nonconforming Material/Component,2:35:19 AM,"UNIPOLAR & BIOPLAR IMPLANTABLE ENDOCARDIAL PACING LEADS, WITH SILICONE RUBBER INSULATION & PASSIVE FIXATION"
K981789,0.294740162,Medium,267,534,0,2,Packaging change control,2:35:19 AM,LORENZ PECTUS SUPPORT BAR STABILIZER
K962616,0.294740162,Medium,267,534,0,2,Packaging change control,2:35:19 AM,SYNTHES DORSAL DISTAL RADIUS PLATE (DDRP) SYSTEM
P210032,0.294698199,Medium,173,244968,0,3,Other,2:35:19 AM,"System, Endovascular Graft, Aortic Aneurysm Treatment"
P880086,0.29436317,Medium,11,49973,0,3,Nonconforming Material/Component,2:35:19 AM,"Pulse Generator, Permanent, Implantable"
K241282,0.29433204,Medium,267,267,0,2,Packaging change control,2:35:19 AM,RibFix Titan™ Fixation System
K240703,0.29433204,Medium,267,267,0,2,Packaging change control,2:35:19 AM,Fine Osteotomy™
K233967,0.29433204,Medium,267,267,0,2,Packaging change control,2:35:19 AM,DePuy Synthes MatrixSTERNUM Fixation System
K100538,0.29431298,Medium,7,7,0,2,Nonconforming Material/Component,2:35:19 AM,TINA-QUANT FERRITIN GEN. 4
P800022,0.294074945,Medium,7,4424,0,3,Nonconforming Material/Component,2:35:19 AM,"Implant, Dermal, For Aesthetic Use"
K170414,0.294048895,Medium,57,171,0,2,Nonconforming Material/Component,2:35:19 AM,Arthrex Univers Revers Apex Humeral Stems
P170002,0.294018606,Medium,7,15792,0,3,Nonconforming Material/Component,2:35:19 AM,"Implant, Dermal, For Aesthetic Use"
P110033,0.293943157,Medium,7,440230,0,3,Nonconforming Material/Component,2:35:19 AM,"Implant, Dermal, For Aesthetic Use"
P020012,0.293695996,Medium,7,882,0,3,Nonconforming Material/Component,2:35:19 AM,"Implant, Dermal, For Aesthetic Use"
P050047,0.293579792,Medium,7,60900,0,3,Nonconforming Material/Component,2:35:19 AM,"Implant, Dermal, For Aesthetic Use"
K181524,0.293559994,Medium,5,10,0,2,Nonconforming Material/Component,2:35:19 AM,"Vyntus ONE with CART, Vyntus ONE PFT only with CART, Vyntus ONE with adjustable CART, Vyntus ONE PFT only with adjustable CART"
K190853,0.293340425,Medium,5,5,0,2,Nonconforming Material/Component,2:35:19 AM,Vyntus BODY
K955647,0.293218971,Medium,31,248,0,1,Device Design,2:35:19 AM,VIDAS ESTRADIOL II (E2II) ASSAY
K202782,0.292973006,Medium,7,7,0,,Component design/selection,2:35:19 AM,num Vapocoolant
K241553,0.292718596,Medium,34,68,0,2,Process control,2:35:19 AM,"Auryon Atherectomy Catheter 1.7mm; Auryon Atherectomy Catheter 1.7mm, Hydrophilic Coating"
K981743,0.292688789,Medium,2,194,0,2,Nonconforming Material/Component,2:35:19 AM,OLYMPUS AU400 CLINICAL CHEMISTRY ANALYZER
K180282,0.292621186,Medium,209,3127685,0,2,Employee error,2:35:19 AM,MIS Internal Hex Dental Implant System
P100049,0.292492765,Medium,5,23370,0,3,Nonconforming Material/Component,2:35:19 AM,"Implant, Anti-Gastroesophageal Reflux"
K173418,0.292241275,Medium,209,3101769,0,2,Employee error,2:35:19 AM,NobelParallel Conical Connection
K121774,0.291995503,Medium,34,136,0,2,Process control,2:35:19 AM,ROTABLATOR ROTATIONAL ATHERECTOMY SYSTEM WITH PERIPHERAL ROTALINK PLUS
K170059,0.291826644,Medium,34,136,0,2,Process control,2:35:19 AM,Spectranetics Turbo-Elite Laser Atherectomy Catheters
P990020,0.291824567,Medium,173,170751,0,3,Other,2:35:19 AM,"System, Endovascular Graft, Aortic Aneurysm Treatment"
K040658,0.291806993,Medium,22,3718,0,2,Component design/selection,2:35:19 AM,BARDEX I.C. LATEX FOLEY CATHETER
K250385,0.291684183,Medium,34,170,0,2,Process control,2:35:19 AM,Turbo-Elite Laser Atherectomy Catheter
K212027,0.291632888,Medium,34,442,0,2,Process control,2:35:19 AM,TurboHawk Plus Directional Atherectomy System
K061188,0.291556109,Medium,34,102,0,2,Process control,2:35:19 AM,SILVERHAWK PERIPHERAL PLAQUE EXCISION SYSTEM
K161361,0.291524149,Medium,34,306,0,2,Process control,2:35:19 AM,HawkOne Directional Atherectomy System
K230709,0.291511206,Medium,34,170,0,2,Process control,2:35:19 AM,Auryon Atherectomy System
K143328,0.29150475,Medium,34,68,0,2,Process control,2:35:19 AM,"1.8mm X 149 cm Phoenix Atherectomy Catheter, 2.2mm X 149 cm Phoenix Atherectomy Catheter, Phoenix Handle, Phoenix Wire Support Clip"
K111388,0.291482527,Medium,34,102,0,2,Process control,2:35:19 AM,"DIAMONDBACK 360* ORBITAL ATHERECTOMY SYSTEM, STEALTH 360* ORBITAL PAD SYSTEM"
K220962,0.291474597,Medium,34,102,0,2,Process control,2:35:19 AM,ROTAPRO Rotational Atherectomy System
K170191,0.291439058,Medium,34,238,0,2,Process control,2:35:19 AM,"SilverHawk Peripheral Plaque Excision System, TurboHawk Peripheral Plaque Excision System"
K180416,0.291419807,Medium,34,646,0,2,Process control,2:35:19 AM,"ViperWire Advance Guide Wire, Stealth 360 Orbital Peripheral Atherectomy Device (PAD), DIAMONDBACK 360 Peripheral Atherectomy System"
K213425,0.291364117,Medium,34,34,0,2,Process control,2:35:19 AM,BruxZir Esthetic
K220568,0.291344453,Medium,34,1904,0,2,Process control,2:35:19 AM,"Diamondback 360 Peripheral Orbital Atherectomy System, Stealth 360 Peripheral Orbital Atherectomy System, Diamondback 360 Peripheral Orbital Atherectomy System Exchangeable Series"
K123731,0.291234466,Medium,6,30,0,,Device Design,2:35:19 AM,"BIOTENE ORAL BALANCE GEL, BIOTENE DRY MOUTH ORAL RINSE, BIOTENE MOISTURIZING MOUTH SPRAY"
K103745,0.291234436,Medium,6,6,0,,Device Design,2:35:19 AM,BIOTENE MOISTURIZING MOUTH SPRAY FOR DRY MOUTH SYMPTOM RELIEF
K211738,0.291109807,Medium,34,7276,0,2,Process control,2:35:19 AM,Rotarex Atherectomy System
K133023,0.291018573,Medium,34,884,0,2,Process control,2:35:19 AM,JETSTREAM XC 2.4/3.4; JETSTREAM XC 2.1/3.0; JETSTREAM SC 1.85; JETSTREAM SC 1.6
K182972,0.290964027,Medium,34,34,0,2,Process control,2:35:19 AM,Phoenix Atherectomy System
K131092,0.290964027,Medium,34,34,0,2,Process control,2:35:19 AM,STEALTH 360 ORBITAL PAD SYSTEM
K130637,0.290964027,Medium,34,34,0,2,Process control,2:35:19 AM,JETSTREAM XC 2.4/3.4 SYSTEM; JETSTREAM XC 2.1/3.0 SYSTEM; JETSTREAM SC 1.85 SYSTEM; JETSTREAM SC 1.6 SYSTEM
K222818,0.290818603,Medium,7,91,0,2,Nonconforming Material/Component,2:35:19 AM,Xpedition ™ Powered Stair Chair (625700000000)
K132133,0.29027496,Medium,38,76,0,2,Process control,2:35:19 AM,CG+ ARROW JACC POWERED BY ARROW VPS STYLET
K143153,0.290191149,Medium,32,9696,0,2,Process control,2:35:19 AM,EVIS EXERA II DUODENOVIDEOSCOPE OLYMPUS TJF TYPE Q180V
P110038,0.289923013,Medium,173,46710,0,3,Other,2:35:19 AM,"System, Endovascular Graft, Aortic Aneurysm Treatment"
K060716,0.289764875,Medium,20,40,0,2,Process control,2:35:19 AM,VERSA-DIAL HUMERAL HEAD PROSTHESIS
K980465,0.289760502,Medium,31,124,0,2,Process control,2:35:19 AM,"OLYMPUS TJF-140R/JF-140R EVIS DUODENOVIDEOSCOPES AND ACCESSORIES, OLYMPUS MAJ-311/MAJ-411 DISTAL COVERS"
K220587,0.289664711,Medium,31,15469,0,2,Process control,2:35:19 AM,Evis Exera III Duodenovideoscope Olympus TJF-Q190V
K202365,0.289470993,Medium,30,90,0,2,Process control,2:35:19 AM,Pentax Medical Video Duodenoscope ED32-i10
P860003,0.289416277,Medium,9,103041,0,3,Nonconforming Material/Component,2:35:19 AM,"System, Photopheresis, Extracorporeal"
K192245,0.289113954,Medium,30,3450,0,2,Process control,2:35:19 AM,Pentax Medical Video Duodenoscope ED34-i10T2
K193202,0.289073113,Medium,30,1260,0,2,Process control,2:35:19 AM,"EXALT Model D Single-Use Duodenoscope, EXALT Controller"
K024033,0.289033996,Medium,30,690,0,2,Process control,2:35:19 AM,XTJF-160AF DUODENOVIDEOSCOPE
K110833,0.28900526,Medium,30,720,0,2,Process control,2:35:19 AM,CRE BALLOON DILATATION CATHETER
K101412,0.288986091,Medium,62,124,0,2,Process control,2:35:19 AM,EVA TPN BAG
K131780,0.288885901,Medium,27,149418,0,2,Process control,2:35:19 AM,EVIS EXERA III VIDEO SYSTEM
K041338,0.288702495,Medium,13,39,0,1,Device Design,2:35:19 AM,MEDTRONIC OCTOPUS TE STABILIZER & ACCESSORIES
K123813,0.288664891,Medium,22,44,0,2,Process control,2:35:19 AM,VASCULAR POSITIONING SYSTEM (VPS) G4 CONSOLE
K162732,0.288656035,Medium,195,2340,0,2,Storage,2:35:19 AM,Exactech® Alteon® HA Femoral Stem
K191747,0.28863766,Medium,30,90,0,2,Process control,2:35:19 AM,FUJIFILM Duodenoscope Model ED-580XT
K202661,0.288636786,Medium,30,30,0,2,Process control,2:35:19 AM,Evis Exera III Duodenovideoscope Olympus TJF-Q190V
K181745,0.288636786,Medium,30,30,0,2,Process control,2:35:19 AM,FUJIFILM Duodenoscope Model
K233942,0.288636786,Medium,30,30,0,2,Process control,2:35:19 AM,"PENTAX Medical Video Duodenoscope (ED34-i10T2s); PENTAX Medical Video Processor (EPK-i8020c); PENTAX Medical Single Use, Sterile Distal End Cap with Elevator (OE-A63); Gas/Water Feeding Valves (OF-B194 )"
K030941,0.28833479,Medium,57,285,0,2,Nonconforming Material/Component,2:35:19 AM,AEQUALIS REVERSED SHOULDER PROSTHESIS
K965109,0.288306675,Medium,31,961,0,1,Device Design,2:35:19 AM,ELECSYS ESTRADIOL ASSAY
K960581,0.287997481,Medium,63,252,0,2,Process control,2:35:19 AM,SECURE EVA DUAL CHAMBER MIXING BAG
K173477,0.287675013,Medium,33,4884,0,2,Packaging process control,2:35:19 AM,ChemoCLAVE Cytotoxic Medication Preparation and Delivery System
K041415,0.287639962,Medium,62,3968,0,2,Process control,2:35:19 AM,EVA TPN CONTAINER
K131549,0.287549905,Medium,33,4356,0,2,Packaging process control,2:35:19 AM,"CHEMOLOCK, CHEMOLOCK PORT"
K964853,0.28754807,Medium,62,2418,0,2,Process control,2:35:19 AM,"INTRAVIA CONTAINER, EMPTY"
K030888,0.287507049,Medium,63,63,0,2,Process control,2:35:19 AM,EVA EMPTY SOLUTION CONTAINER
K123213,0.28726045,Medium,32,1440,0,2,Packaging process control,2:35:19 AM,BD PHASEAL CLOSED SYSTEM TRANSFER DEVICE
K180846,0.287228046,Medium,259,1554,0,2,Process change control,2:35:19 AM,Arterial Pressure Monitoring Set/Tray
K140591,0.287212328,Medium,32,1344,0,2,Packaging process control,2:35:19 AM,BD PHASEAL CLOSED SYSTEM TRANSFER DEVICE - INJECTOR
K090096,0.287200299,Medium,62,62,0,2,Process control,2:35:19 AM,ALL-IN-ONE CONTAINER
K181221,0.287128953,Medium,32,2208,0,2,Packaging process control,2:35:19 AM,BD PhaSeal Optima Closed System Transfer Device
K201099,0.287083433,Medium,32,1248,0,2,Packaging process control,2:35:19 AM,BD PhaSeal Optima Closed System Drug Transfer Device
K223076,0.286980653,Medium,32,1184,0,2,Packaging process control,2:35:19 AM,BD Texium™ Closed Male Luer
K071370,0.286959822,Medium,212,2598484,0,2,Employee error,2:35:19 AM,NOBELACTIVE INTERNAL CONNECTION IMPLANT
K192793,0.286898804,Medium,27,9423,0,2,Process control,2:35:19 AM,"Evis Exera III Colonovideoscope Olympus PCF-H190TL, Evis Exera III Colonovideoscope Olympus PCF-H190TI, Evis Exera III Colonovideoscope Olympus PCF-HQ190L, Evis Exera III Colonovideoscope Olympus PCF-HQ190I"
K201142,0.286786569,Medium,32,64,0,2,Packaging process control,2:35:19 AM,"TEVADAPTOR Bag Adaptor LL, TEVADAPTOR Bag Adaptor LL with ULTRASITE, TEVADAPTOR Bag Adaptor SP with ULTRASITE, TEVADAPTOR IV Secondary Safety Set with ULTRASITE, TEVADAPTOR IV Secondary Safety set"
K093644,0.286775606,Medium,196,392,0,2,Storage,2:35:19 AM,RESTORATION ADM SYSTEM X3 ACETABULAR
K220176,0.286696589,Medium,7,14,0,2,Device Design,2:35:19 AM,Elecsys AFP
K981582,0.286672884,Medium,18,162,0,2,Packaging process control,2:35:19 AM,"SURGILON, DERMALON, & OPHTHALON"
K001241,0.286335887,Medium,26,1950,0,2,Process control,2:35:19 AM,EVIS EXERA COLONOVIDEOSCOPE CF-Q160 AL/I AND PCF-160 AL/I
K111405,0.285865264,Medium,16,48,0,2,Packaging process control,2:35:19 AM,"BEVER UNOCATED / COATED, PAEDIATRIC / MALE / FEMALE NELATON-TIP / TIEMANN-TIP INTERMITTENT CATHETER,"
K210581,0.285844843,Medium,195,780,0,2,Storage,2:35:19 AM,Actis DuoFix Hip Prosthesis- Collarless
K250432,0.285825592,Medium,25,13725,0,2,Process control,2:35:19 AM,Colonovideoscope (CF-EZ1500DL); Colonovideoscope (CF-EZ1500DI); Gastrointestinal Videoscope (GIF-EZ1500)
K131855,0.285807147,Medium,25,12675,0,2,Process control,2:35:19 AM,PENTAX VIDEO COLONOSCOPES (EC FAMILY)
K193398,0.285798643,Medium,195,780,0,2,Storage,2:35:19 AM,Summit DuoFix HA Coating
K141642,0.285796807,Medium,16,32,0,2,Packaging process control,2:35:19 AM,VAPRO INTERMITTENT CATHETER
K022290,0.285774852,Medium,12,12,0,2,Nonconforming Material/Component,2:35:19 AM,PROTEIN S AC
K121627,0.285703615,Medium,195,1170,0,2,Storage,2:35:19 AM,SMITH & NEPHEW REDAPT REVISION FEMORAL SYSTEM
K192468,0.28567862,Medium,16,64,0,2,Packaging process control,2:35:19 AM,"Male, Nelaton-tip Ready-to-Use Hydrophilic Catheter; Femal, Nelaton-tip Ready-to-Use Hydrophilic Catheter; Pediatric, Nelaton-tip Ready-to-Use Hydrophilic Catheter Intermittent Catheter; Male, Tapered-Tip Tiemann Ready-to-Use Hydrophilic Catheter; Male, Olive-Tip Tiemann Ready-to-Use Hydrophilic Catheter"
K183253,0.285639798,Medium,16,96,0,2,Packaging process control,2:35:19 AM,"ValPro 2 Plus, VaPro 2 Plus Pocket"
K051541,0.285584874,Medium,25,1200,0,2,Process control,2:35:19 AM,GF-UE160-AL5 ULTRASOUND ENDOSCOPE
K111756,0.285520106,Medium,25,1550,0,2,Process control,2:35:19 AM,V1 SYSTEM
K112680,0.285477501,Medium,25,7400,0,2,Process control,2:35:19 AM,EVIS EXERA III VIDEO SYSTEM
K150862,0.285476935,Medium,195,20085,0,2,Storage,2:35:19 AM,DePuy Actis Duofox Hip Prosthesis
K113789,0.285422766,Medium,195,2925,0,2,Storage,2:35:19 AM,MODULAR PROXIMALLY FLUTED HIP STEM
K092265,0.285413552,Medium,195,5460,0,2,Storage,2:35:19 AM,VESAFITCUP DOUBLE MOBILITY- HIGHCROSS HXUHMWPE LINERS
K962942,0.285128537,Medium,154,7084,0,2,Process control,2:35:19 AM,TOTALCARE
K211703,0.285125864,Medium,195,1755,0,2,Storage,2:35:19 AM,Insignia Hip Stem
K093472,0.285090262,Medium,195,2340,0,2,Storage,2:35:19 AM,TRINITY ACETABULAR SYSTEM
K002996,0.285052663,Medium,195,585,0,2,Storage,2:35:19 AM,SYNERGY HA COATED POROUS FEMORAL  STEMS
K994366,0.285036211,Medium,195,1170,0,2,Storage,2:35:19 AM,TMZF PRESS FIT HA STEM AND TMZF PRESS FIT PLUS HA STEM
K043310,0.285007735,Medium,101,9898,0,1,Process control,2:35:19 AM,SYNTHES (USA) ELECTRIC PEN DRIVE SYSTEM
K181206,0.284991628,Medium,16,5504,0,2,Packaging process control,2:35:19 AM,GentleCath Glide Intermittent Urinary Catheter
K080980,0.284982304,Medium,195,975,0,2,Storage,2:35:19 AM,EXACTECH NOVATION ELEMENT PRESS-FIT FEMORAL STEMS
K092561,0.284976075,Medium,195,3315,0,2,Storage,2:35:19 AM,REJUVENATE MODULAR STEM
K083116,0.284966129,Medium,195,1560,0,2,Storage,2:35:19 AM,VERSAFIT CUP DOUBLE MOBILITY SYSTEM
K021108,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,ESOP HA FEMORAL STEM
K171273,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,LINK® BiMobile(TM) Dual Mobility System
K053528,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,SHORT CITATION FEMORAL STEM
K160011,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,H-Max S stem
K122853,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,NOVEL FIT AND FILL STEM
K113320,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,"NOVATION ELEMENT FEMORAL STEM, 12/14 COLLARLESS STANDARD/HIGH OFFSET HA COATED PRESS-FIT, SZ 8-12"
K171249,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,Entrada™ hip stem
K060437,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,EXCIA TOTAL HIP SYSTEM WITH U-CAP
K092406,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,ABG II MODULAR HIP STEM
K982032,0.284940797,Medium,195,195,0,2,Storage,2:35:19 AM,"OSTEONICS OMNIFIT HA HIP STEM SERIES, OSTEONICS SECUR-FIT HA HIP STEM SERIES, OSTEONICS PRIMARY SECUR-FIT PLUS HIP STEMS"
K051376,0.284844958,Medium,22,44,0,1,Device Design,2:35:19 AM,"ACCUCHEK INSTANT PLUS DUAL TESTING SYSTEM, ACCUCHEK INSTANT PLUS CHOLESTEROL, ACCUCHEK INSTANT PLUS GLUCOCOSE"
K023254,0.284844426,Medium,16,32,0,2,Packaging process control,2:35:19 AM,SPEEDICATH
K213283,0.284844426,Medium,16,32,0,2,Packaging process control,2:35:19 AM,GentleCath Air for Men Hydrophilic Intermittent Urinary Catheter
K143182,0.284843995,Medium,16,16,0,2,Packaging process control,2:35:19 AM,Speedicath Compact Male
K143594,0.284843995,Medium,16,16,0,2,Packaging process control,2:35:19 AM,VaPro Pocket
K200142,0.284843995,Medium,16,16,0,2,Packaging process control,2:35:19 AM,SpeediCath Soft
K121458,0.284843995,Medium,16,16,0,2,Packaging process control,2:35:19 AM,SPEEDICATH COMPACT SET (12/18 FR)
K180824,0.284843995,Medium,16,16,0,2,Packaging process control,2:35:19 AM,VaPro 2 Intermittent Catheter
P180031,0.284836363,Medium,1,1632,0,3,Nonconforming Material/Component,2:35:19 AM,Intracranial Coil-Assist Stent
K031824,0.284461679,Medium,22,220,0,1,Device Design,2:35:19 AM,COBAS INTEGRA CHOLESTEROL GEN. 2
P170013,0.284412628,Medium,1,684,0,3,Nonconforming Material/Component,2:35:19 AM,Intracranial Coil-Assist Stent
K090070,0.284318244,Medium,12,24,0,2,Process control,2:35:19 AM,INVUITY BRITEFIELD MCCULLOCH RETRACTOR SYSTEM
K151165,0.284242798,Medium,13,494,0,2,Packaging process control,2:35:19 AM,Aesculap Dafilon Nonabsorbable Polyamide Surgical Suture
K233471,0.284172568,Medium,6,78,0,,Device Design,2:35:19 AM,"Reprocessed HARMONIC 1100 Shears, 5mm Diameter, 20cm length (HAR1120); Reprocessed HARMONIC 1100 Shears, 5mm Diameter, 36cm length (HAR1136)"
K212476,0.283863956,Medium,23,23,0,2,Process control,2:35:19 AM,KARL STORZ Flexible HD Cysto-Urethroscope System
K202957,0.283863956,Medium,23,23,0,2,Process control,2:35:19 AM,Flexible Video Cysto-Urethroscope (C-view)
K993041,0.283706803,Medium,22,286,0,2,Process control,2:35:19 AM,OLYMPUS XCYF-1T3 OES CYSTOFIBERSCOPE/NEPHROFIBERSCOPE ACCESSORIES AND ANCILLARY EQUIPMENT
K191357,0.283662195,Medium,22,132,0,2,Process control,2:35:19 AM,Flexible HD Cysto-Urethroscope System
K042034,0.28363299,Medium,12,12,0,2,Process control,2:35:19 AM,NUVASIVE MAXCESS LIGHT GUIDE
K973259,0.283617025,Medium,21,63,0,2,Process control,2:35:19 AM,K&W 2-PIECE TAKE-APART INSTRUMENTS(VARIOUS)
K193405,0.283551649,Medium,56,56,0,1,Packaging process control,2:35:19 AM,Simplant Digital Guide
K973614,0.283519302,Medium,50,50,0,2,Process control,2:35:19 AM,FOUNDATION UNIPOLAR FEMORAL HEAD WITH MODULAR NECK LENGTH SLEEVES
K062408,0.283519302,Medium,50,50,0,2,Process control,2:35:19 AM,SMITH & NEPHEW MODULAR FEMORAL (HEMI) HEAD
K014226,0.283519302,Medium,50,50,0,2,Process control,2:35:19 AM,UNITRAX MODULAR UNIPOLAR SYSTEM
K221683,0.283491479,Medium,22,9702,0,2,Process control,2:35:19 AM,"CYSTO-NEPHRO VIDEOSCOPE (OLYMPUS CYF-V2), CYSTO-NEPHRO VIDEOSCOPE (OLYMPUS CYF-V2R), CYSTO-NEPHRO VIDEOSCOPE (OLYMPUS CYF-VH) and CYSTO-NEPHRO VIDEOSCOPE (OLYMPUS CYF-VHR)"
K091670,0.283477659,Medium,323,12597,0,2,Under Investigation by firm,2:35:19 AM,"BD L-CATH SINGLE AND DUAL LUMENT CATHETERS, MIDLINE CATHETER"
K221690,0.283432907,Medium,22,2816,0,2,Process control,2:35:19 AM,"OES CYSTONEPHRO FIBERSCOPE (OLYMPUS CYF-5), OES CYSTONEPHRO FIBERSCOPE (OLYMPUS CYF-5R), LIGHT GUIDE ADAPTER (MAJ-1413)"
K202554,0.283370426,Medium,6,30,0,,Device Design,2:35:19 AM,"Reprocessed HARMONIC ACE+ 7, 5 mm Diameter Shears with Advanced Hemostasis"
K033389,0.283337039,Medium,323,1615,0,2,Under Investigation by firm,2:35:19 AM,"POWERPICC CATHETERS, MODELS 3175155, 3175135"
K001299,0.283299578,Medium,5,10,0,2,Process control,2:35:19 AM,PLAIN AND CHROMIC GUT ABSORBABLE SURGICAL SUTURES USP
K182723,0.283184046,Medium,22,154,0,2,Process control,2:35:19 AM,Flexible HD Cysto-Urethroscope System
K980401,0.283182124,Medium,22,22,0,2,Process control,2:35:19 AM,FLEXIBLE FIBERSCOPES AND ACCESSORIES
K093665,0.283182124,Medium,22,22,0,2,Process control,2:35:19 AM,ENDO SMARTCAP
K051176,0.283182124,Medium,22,22,0,2,Process control,2:35:19 AM,"FLEXIBLE VIDEO CYSTOSCOPE/CHOLEDOCHOSCOPE, MODELS 7308.061 AND 7308.066"
K153094,0.283146497,Medium,22,44,0,2,Process control,2:35:19 AM,Visions PV .035 Digital IVUS Catheter
K223419,0.283138569,Medium,10,20,0,2,Process change control,2:35:19 AM,Triever16 Curve
K082649,0.282997482,Medium,21,168,0,2,Packaging process control,2:35:19 AM,SYNTHES 90 DEGREE SCREWDRIVER
K230411,0.282986396,Medium,259,1295,0,2,Process change control,2:35:19 AM,Dragonfly OpStar™ Imaging Catheter
K970587,0.28288717,Medium,6,6,0,2,Nonconforming Material/Component,2:35:19 AM,AD-TECH SUBDURAL ELECTRODE
K072964,0.28288717,Medium,6,6,0,2,Nonconforming Material/Component,2:35:19 AM,NICOLET CORTICAL STIMULATOR
K170456,0.282783173,Medium,6,6,0,,Device Design,2:35:19 AM,Reprocessed HARMONIC FOCUS Shears + Adaptive Tissue Technology
K023374,0.282746043,Medium,323,2584,0,2,Under Investigation by firm,2:35:19 AM,GROSHONG NXT DUAL LUMEN PICC CATHETERS
K051417,0.282671355,Medium,323,2584,0,2,Under Investigation by firm,2:35:19 AM,6 FR FL POWERHOHN AND POWERLINE CATHETER
K070242,0.28263932,Medium,22,88,0,2,Process control,2:35:19 AM,"SOUNDSTAR 3D ULTRASOUND CATHETER, MODEL M-5723-05"
K220193,0.282561782,Medium,19,76,0,2,Process control,2:35:19 AM,BD MAX Enteric Parasite Panel
K112050,0.28255992,Medium,22,66,0,2,Process control,2:35:19 AM,SOUNDSTAR ECO DIAGNOSTIC ULTRASOUND CATHETER
K180677,0.28246613,Medium,259,518,0,2,Process change control,2:35:19 AM,Surefire Spark Infusion System
K050185,0.2822643,Medium,323,4522,0,2,Under Investigation by firm,2:35:19 AM,POWERHOHN AND POWERLINE CATHETERS
K080642,0.282243615,Medium,71,994,0,2,Nonconforming Material/Component,2:35:19 AM,COMPREHENSIVE REVERSE SHOULDER
K020321,0.282139274,Medium,232,27608,0,2,Nonconforming Material/Component,2:35:19 AM,BD PHOENIX AUTOMATED MICROBIOLOGY SYSTEM
K000659,0.281993828,Medium,259,1813,0,2,Process change control,2:35:19 AM,MODIFICATION TO SOFTOUCH DIAGNOSTIC INTRAVASCULAR CAT
